Authors.full.names,Title,Year,Source.title,Cited.by,DOI,Link,Abstract,Author.Keywords,Index.Keywords,Language.of.Original.Document,Source,Document.Type,doi_n
"xu, li; Fu, zhi; xu, yingzhi; zhou, zhengqing",rivaling reinforcement and resource reallocation how do industrial robots enhance company s innovation,2025,Humanities and Social Sciences Communications,NA,10.1057/s41599-025-06073-3,NA,"The question of how automation technologies promote company innovation remains unresolved. This study investigates the mechanisms through which industrial robots (IBs) impact company innovation, using data from Chinese listed manufacturing enterprises between 2011 and 2019. We found that that IBs significantly boost company’s innovation activities by optimizing competitiveness and resource allocation. Specifically, IBs improve cost control, profitability, market share, and productivity while reducing operational risks. Consequently, firms that adopt IBs invest more in innovation labor and financial resources, particularly in optimizing human and capital resources. Compared to strategic innovation, IBs more effectively promote exploratory innovation, through efficient production solutions and technological integration. Additionally, state-owned enterprises (SOEs) benefit more from IBs in terms of innovation, which provides easier access to policy support and financial subsidies than private companies. Based on these findings, we propose several policy recommendations for both the government and companies.",NA,NA,NA,Snowballing,journalArticle,10.1057/s41599-025-06073-3
"Dai, Dongchi; Bao, Jiahua; Wang, Yong",the greenwashing trap under decarbonisation pressure how carbon risk drives corporate esg greenwashing empirical evidence from china s capital markets,2025,Journal of environmental management,NA,10.1016/j.jenvman.2025.128193,NA,"As the global decarbonisation process accelerates, carbon risks arising from corporate low-carbon transitions may incur potential financial losses and induce deceptive ESG (environmental, social and governance) ""greenwashing"" practices. This study examines the dynamic relationship between corporate carbon risk and ESG greenwashing using panel data from A-share listed companies on the Shanghai and Shenzhen stock exchanges between 2008 and 2023. Employing a fixed-effects model alongside instrumental variable methods and robustness tests to validate findings, the research reveals: (1) Corporate carbon risk significantly intensifies ESG greenwashing; (2) This effect is more pronounced in state-owned enterprises, high-carbon industries, and pure A-share listed companies, whereas it exerts a suppressing effect on greenwashing in dual-listed companies; (3) Key mechanisms through which carbon risk drives greenwashing include heightened financing constraints, diminished market scrutiny, weakened internal controls, and inadequate sustainability capabilities. This study enriches the theoretical framework on greenwashing drivers and offers practical insights for refining ESG disclosure standards, optimising green finance policies, and promoting substantive corporate emissions reductions.",NA,NA,NA,Snowballing,journalArticle,10.1016/j.jenvman.2025.128193
"Xie, Tingting; Yuan, Ye; Zhang, Hui",information awareness and mental health evidence from air pollution disclosure in china,2023,Journal of Environmental Economics and Management,NA,10.1016/j.jeem.2023.102827,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jeem.2023.102827
"Xie, Tingting; Yuan, Ye; Qin, Zhilong",go with the wind spatial impacts of environmental regulations on industrial activities in china,2022,SSRN Electronic Journal,NA,10.2139/ssrn.4116228,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.4116228
"Zhang, Guanglai; Ren, Yayun; Yu, Yanni; Zhang, Liguo",the impact of air pollution on individual subjective well being evidence from china,2022,Journal of Cleaner Production,NA,10.1016/j.jclepro.2022.130413,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jclepro.2022.130413
"Ali, Jabir; Burhan, Muqbil",factors affecting the adoption of air pollution control measures across firms in india,2024,Journal of Cleaner Production,NA,10.1016/j.jclepro.2024.143612,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jclepro.2024.143612
"Huang, Hanwei; Yu, Yuyuan",evading the ban smuggling pollution and the welfare effects of china s waste import restrictions,2026,NA,NA,10.2139/ssrn.7273001,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.7273001
"Zhang, Weiwen; Pan, Sheng; Li, Zhiyuan; Li, Ziqing; Dong, Zhaoyingzi",the nonlinear relationship between air quality and housing prices by machine learning,2023,Environmental science and pollution research international,NA,10.1007/s11356-023-30123-5,NA,"Using a dataset encompassing 228 cities in China spanning from 2005 to 2019, this study explores the nonlinear relationship between air quality and housing prices and devises a strategy that incorporates the instrumental variable and machine learning to address the endogeneity issue. Both traditional models and machine learning models find air pollution affects housing prices in a diminishing manner. The negative impact of air pollution on housing prices decreases when the degree of air pollution intensifies. Such a characteristic is more pronounced in Eastern China and cities with fewer land resource constraints and larger populations. Mechanism analysis also reveals that air pollution could affect residents' perceived air quality and the industrial structure, further contributing to the nonlinear relationship between air quality and housing prices. The further SHapley Additive exPlanations (SHAP) evaluates the importance of air quality in determining housing prices and finds that air quality's contribution outweighs educational and medical resources. The contribution of air quality also shows a distinct regional disparity and has become increasingly important in recent years. The findings refine the benefit assessment accuracy related to air quality improvement.",NA,NA,NA,Snowballing,journalArticle,10.1007/s11356-023-30123-5
"Du, Limin; Wang, Ruqi; Wang, Zheng",cutting ties with local bureaucrats how does the environmental vertical management reform affect firm pollution in china,2024,Journal of Cleaner Production,NA,10.1016/j.jclepro.2024.141432,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jclepro.2024.141432
"Chen, Jinhuang",air pollution and educational inequality in china the role of teacher resource crowding,2026,NA,NA,10.21203/rs.3.rs-9675730/v1,NA,"<title>Abstract</title> <p>Education is widely regarded as the most reliable pathway out of intergenerational poverty, yet the insidious impact of environmental pollution on educational systems remains largely overlooked. Drawing on a decade-long city-level panel dataset encompassing 291 prefectural and provincial capital cities in China, we present the first causal evidence that air pollution undermines educational equity. A 1% increase in PM₂.₅ concentration is associated with a 0.0137-unit rise in the middle-school student–teacher ratio — equivalent to approximately 0.37 standard deviations. This implies that a doubling of PM₂.₅ (a 100% increase) corresponds to an average increase of about 0.95 students per teacher. The underlying mechanism follows a “brain-drain” rather than a “student-loss” narrative: escalating pollution drives away highly qualified teachers, eroding local human capital and, through a reinforcing feedback loop, diminishing the future supply of educators.</p>",NA,NA,NA,Snowballing,journalArticle,10.21203/rs.3.rs-9675730/v1
"Li, Lyuxiu; Zhang, Xin",the causal impact of fetal exposure to pm2 5 on birth outcomes evidence from rural china,2024,Economics and human biology,NA,10.1016/j.ehb.2024.101380,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.ehb.2024.101380
"Drupp, Moritz A.; Turk, Zachary M.; Groom, Ben; Heckenhahn, Jonas",global evidence on the income elasticity of willingness to pay relative price changes and public natural capital values,2025,Environmental and Resource Economics,NA,10.1007/s10640-025-01042-5,NA,"<jats:title>Abstract</jats:title> <jats:p>While the global economy continues to grow, ecosystem services tend to stagnate or decline. Economic theory has shown how such shifts in relative scarcities can be reflected in project appraisal and accounting, but empirical evidence has been sparse to put theory into practice. To estimate relative price changes (RPCs) for ecosystem services to be used for making such adjustments, we perform a global meta-analysis of contingent valuation studies to derive income elasticities of marginal willingness to pay (WTP) for ecosystem services to proxy the degree of limited substitutability. Based on 735 income-WTP pairs from 396 studies, we find an income elasticity of WTP of around 0.6. Combined with good-specific growth rates, we estimate an RPC of ecosystem services of around 1.7% per year. In an application to natural capital valuation of forest ecosystem services by the World Bank, we show that natural capital should be uplifted by around 40%. Our assessment of aggregate public natural capital yields a larger value adjustment of between 58 and 97%, depending on the discount rate. We discuss implications for policy appraisal and for estimates of natural capital in comprehensive wealth accounts.</jats:p>",NA,NA,NA,Snowballing,journalArticle,10.1007/s10640-025-01042-5
"Chen, Fanglin; Zhang, Xin; Chen, Zhongfei",air pollution and mental health evidence from china health and nutrition survey,2023,Journal of Asian Economics,NA,10.1016/j.asieco.2023.101611,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.asieco.2023.101611
"Guo, Anda; Wu, Ge; Miao, Zhuang; Chen, Xiaodong",e commerce and air pollution evidence from china,2024,Journal of Cleaner Production,NA,10.1016/j.jclepro.2024.144030,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jclepro.2024.144030
